Strategy,IsBenchmark,CAGR,Vol,Sharpe,MaxDrawdown
MaxSharpe,False,0.37084016382963525,0.21371299639723693,1.395270066219156,-0.2753365377892256
MinVol,False,0.08965995014627715,0.10703724804005607,0.48218248828898047,-0.23112189069419242
MaxReturn,False,0.37084016382963525,0.21371299639723693,1.395270066219156,-0.2753365377892256
Equal,False,0.19645495950364,0.14125069624103812,1.0574736738422275,-0.2797997771437565
Benchmark,True,0.04422830766719299,0.1552315961612458,0.09931244350359551,-0.3653054101221642
