Strategy,IsBenchmark,CAGR,AnnReturn,Vol,Sharpe,MaxDrawdown
EqualWeight,False,0.10170872987523882,0.10747980742133849,0.1454282722780421,0.46400748880743686,-0.31378189558124026
Benchmark,True,0.04500176386656518,0.05612349443903561,0.15501748557253392,0.10401081129322857,-0.3653054101221642
