Date,ACU.AX,AGL.AX,AHE.AX,AIQ.AX,AMS.AX,APW.AX,AQZ.AX,AVD.AX,BFL.AX,BHP.AX,BNL.AX,BPH.AX,CAN.AX,CCG.AX,CLG.AX,CLZ.AX,COL.AX,DAI.AX,DGT.AX,DTI.AX,EDV.AX,ENN.AX,EVN.AX,EWC.AX,FCG.AX,GTN.AX,GYG.AX,ILA.AX,INV.AX,KNM.AX,KSL.AX,LSX.AX,MCP.AX,MFD.AX,MSI.AX,MTS.AX,NOU.AX,NTD.AX,PTL.AX,QAN.AX,QBE.AX,RPM.AX,SFX.AX,SPK.AX,STP.AX,TIA.AX,VEN.AX,VGN.AX,VMT.AX,X2M.AX
2018-01-02,0.450259804725647,15.81085205078125,0.0215000007301569,0.6737163066864014,0.439393013715744,1.6145564317703247,1.6296128034591675,0.9449999928474426,3.38118052482605,14.694151878356934,7.499961853027344,0.019154999405145645,2.8371200561523438,0.2402288019657135,0.30000001192092896,28.888896942138672,9.9988374710083,0.9750000238418579,4.408300399780273,0.12187500298023224,5.128906726837158,1.4171669483184814,2.1988539695739746,0.3422580063343048,0.20999999344348907,1.2245138883590698,29.85011863708496,0.5249999761581421,0.3149999976158142,0.10999999940395355,0.3477565050125122,0.40655434131622314,0.800641655921936,0.6438921093940735,0.008999999612569809,2.0575501918792725,4.992077827453613,0.9248878359794617,0.10963468998670578,4.470744609832764,8.420931816101074,0.29600000381469727,0.6299999952316284,1.980991005897522,2.2404391765594482,0.800000011920929,0.20105500519275665,3.2300000190734863,0.05999999865889549,0.24031999707221985
2018-01-03,0.44311320781707764,15.720650672912598,0.0215000007301569,0.6737163066864014,0.439393013715744,1.6145564317703247,1.6385177373886108,0.9449999928474426,3.38118052482605,14.941696166992188,7.499961853027344,0.01596199907362461,2.8569600582122803,0.2402288019657135,0.30000001192092896,28.888896942138672,9.9988374710083,0.9750000238418579,4.408300399780273,0.16087499260902405,5.128906726837158,1.423883318901062,2.207151174545288,0.3375700116157532,0.20999999344348907,1.2200770378112793,29.85011863708496,0.5249999761581421,0.3149999976158142,0.10999999940395355,0.3430884778499603,0.40655434131622314,0.793679416179657,0.6438921093940735,0.008999999612569809,2.0774617195129395,5.080000877380371,0.9286022186279297,0.10744199901819229,4.426479339599609,8.405250549316406,0.29600000381469727,0.6499999761581421,1.9929968118667603,2.2404391765594482,0.7950000166893005,0.20105500519275665,3.2300000190734863,0.06199999898672104,0.24031999707221985
2018-01-04,0.4574064314365387,15.643333435058594,0.0215000007301569,0.6737163066864014,0.439393013715744,1.6145564317703247,1.6385177373886108,0.9449999928474426,3.38118052482605,15.015955924987793,7.499961853027344,0.012769999913871288,3.868799924850464,0.2402288019657135,0.30000001192092896,32.50000762939453,9.9988374710083,0.9750000238418579,4.408300399780273,0.14137500524520874,5.128906726837158,1.423883318901062,2.140770435333252,0.3375700116157532,0.20999999344348907,1.2200770378112793,29.85011863708496,0.5249999761581421,0.3149999976158142,0.10999999940395355,0.34542223811149597,0.40655434131622314,0.800641655921936,0.6612945795059204,0.008999999612569809,2.0774617195129395,5.08976936340332,0.9286022186279297,0.10744199901819229,4.3025383949279785,8.389569282531738,0.29600000381469727,0.6600000262260437,1.9749879837036133,2.2404391765594482,0.8149999976158142,0.20105500519275665,3.2300000190734863,0.05999999865889549,0.24031999707221985
2018-01-05,0.44311320781707764,15.669105529785156,0.0215000007301569,0.6737163066864014,0.439393013715744,1.6049457788467407,1.6340651512145996,0.9449999928474426,3.38118052482605,15.139729499816895,7.499961853027344,0.012769999913871288,3.9779200553894043,0.24946840107440948,0.30000001192092896,28.888896942138672,9.9988374710083,0.9750000238418579,4.408300399780273,0.1316249966621399,5.128906726837158,1.423883318901062,2.1739602088928223,0.3094390034675598,0.20999999344348907,1.2156404256820679,29.85011863708496,0.5249999761581421,0.30000001192092896,0.10999999940395355,0.35009026527404785,0.40655434131622314,0.7901983857154846,0.6612945795059204,0.008999999612569809,2.0907366275787354,5.128846645355225,0.9286022186279297,0.10415294021368027,4.329096794128418,8.436612129211426,0.29600000381469727,0.6499999761581421,1.968984842300415,2.2404391765594482,0.8149999976158142,0.20105500519275665,3.2300000190734863,0.061000000685453415,0.24031999707221985
2018-01-08,0.43953901529312134,15.624006271362305,0.0215000007301569,0.6737163066864014,0.439393013715744,1.6049457788467407,1.6028978824615479,0.9449999928474426,3.38118052482605,15.12487506866455,7.499961853027344,0.019154999405145645,3.581120014190674,0.2402288019657135,0.30000001192092896,28.888896942138672,9.9988374710083,0.9750000238418579,4.408300399780273,0.13650000095367432,5.128906726837158,1.4171669483184814,2.140770435333252,0.31412699818611145,0.20999999344348907,1.2156404256820679,29.85011863708496,0.5249999761581421,0.30000001192092896,0.10999999940395355,0.3687617778778076,0.40655434131622314,0.7901983857154846,0.6612945795059204,0.008999999612569809,2.0973734855651855,5.08976936340332,0.9286022186279297,0.10744199901819229,4.461891174316406,8.413089752197266,0.29600000381469727,0.6600000262260437,1.9749879837036133,2.2404391765594482,0.8100000023841858,0.20105500519275665,3.2300000190734863,0.06199999898672104,0.24031999707221985
2018-01-09,0.4359656870365143,15.830177307128906,0.0215000007301569,0.6737163066864014,0.439393013715744,1.6049457788467407,1.6118028163909912,0.9449999928474426,3.38118052482605,15.37736988067627,7.499961853027344,0.019154999405145645,3.7497599124908447,0.2402288019657135,0.30000001192092896,28.888896942138672,9.9988374710083,0.9750000238418579,4.408300399780273,0.13650000095367432,5.128906726837158,1.4037342071533203,2.1075799465179443,0.3094390034675598,0.20999999344348907,1.2156404256820679,29.85011863708496,0.5249999761581421,0.29499998688697815,0.11999999731779099,0.3687617778778076,0.40655434131622314,0.7901983857154846,0.6856580972671509,0.008999999612569809,2.0840988159179688,5.128846645355225,0.9248878359794617,0.10305661708116531,4.3025383949279785,8.264115333557129,0.29600000381469727,0.6700000166893005,1.9749879837036133,2.2404391765594482,0.8100000023841858,0.20105500519275665,3.2300000190734863,0.05999999865889549,0.24031999707221985
2018-01-10,0.450259804725647,15.84306526184082,0.0215000007301569,0.6737163066864014,0.439393013715744,1.6001405715942383,1.60735023021698,0.9449999928474426,3.38118052482605,15.327863693237305,7.499961853027344,0.019154999405145645,3.5513598918914795,0.2402288019657135,0.30000001192092896,25.27778434753418,9.9988374710083,0.9750000238418579,4.408300399780273,0.13650000095367432,5.128906726837158,1.4104504585266113,2.0660924911499023,0.3094390034675598,0.20999999344348907,1.2156404256820679,29.85011863708496,0.5249999761581421,0.30000001192092896,0.10999999940395355,0.3640938103199005,0.40655434131622314,0.8041225671768188,0.6821776032447815,0.008999999612569809,2.0973734855651855,5.148386001586914,0.9248878359794617,0.10744199901819229,4.337949752807617,8.287638664245605,0.29600000381469727,0.6499999761581421,1.9869943857192993,2.2404391765594482,0.800000011920929,0.20105500519275665,3.2300000190734863,0.05999999865889549,0.24031999707221985
2018-01-11,0.450259804725647,15.656218528747559,0.0215000007301569,0.6737163066864014,0.439393013715744,1.5953353643417358,1.6207077503204346,0.9449999928474426,3.38118052482605,15.268453598022461,7.499961853027344,0.019154999405145645,3.4323201179504395,0.2402288019657135,0.30000001192092896,28.888896942138672,9.9988374710083,0.9750000238418579,4.408300399780273,0.12675000727176666,5.128906726837158,1.4003760814666748,2.0909855365753174,0.304749995470047,0.20999999344348907,1.2245138883590698,29.85011863708496,0.5249999761581421,0.30000001192092896,0.125,0.37342989444732666,0.40655434131622314,0.7971603870391846,0.6856580972671509,0.008999999612569809,2.0840988159179688,5.128846645355225,0.9248878359794617,0.10524928569793701,4.329096794128418,8.30332088470459,0.29600000381469727,0.7300000190734863,1.968984842300415,2.2404391765594482,0.8050000071525574,0.20105500519275665,3.2300000190734863,0.06199999898672104,0.24031999707221985
2018-01-12,0.44311320781707764,15.624006271362305,0.0215000007301569,0.6737163066864014,0.439393013715744,1.5953353643417358,1.593992829322815,0.9449999928474426,3.38118052482605,15.61005973815918,7.499961853027344,0.019154999405145645,3.323199987411499,0.2309892326593399,0.30000001192092896,36.111122131347656,9.9988374710083,0.9750000238418579,4.408300399780273,0.12187500298023224,5.128906726837158,1.4037342071533203,2.124175786972046,0.304749995470047,0.20999999344348907,1.2245138883590698,29.85011863708496,0.5249999761581421,0.30000001192092896,0.11999999731779099,0.37342989444732666,0.40655434131622314,0.8041225671768188,0.6856580972671509,0.008999999612569809,2.0575501918792725,4.884615898132324,0.9211733937263489,0.10634564608335495,4.453038215637207,8.232755661010742,0.29600000381469727,0.7300000190734863,1.968984842300415,2.2404391765594482,0.8149999976158142,0.20105500519275665,3.2300000190734863,0.0560000017285347,0.24031999707221985
2018-01-15,0.43953901529312134,15.488710403442383,0.0215000007301569,0.6737163066864014,0.439393013715744,1.5953353643417358,1.5539203882217407,0.9449999928474426,3.38118052482605,15.793242454528809,7.499961853027344,0.019154999405145645,3.4223999977111816,0.2309892326593399,0.30000001192092896,32.50000762939453,9.9988374710083,0.9750000238418579,4.408300399780273,0.12187500298023224,5.128906726837158,1.4037342071533203,2.2652339935302734,0.304749995470047,0.20999999344348907,1.2245138883590698,29.85011863708496,0.5249999761581421,0.30000001192092896,0.12999999523162842,0.3780973553657532,0.40655434131622314,0.8076035380363464,0.6856580972671509,0.008999999612569809,2.0641868114471436,4.992077827453613,0.9434595704078674,0.10634564608335495,4.585832118988037,8.271958351135254,0.29600000381469727,0.7400000095367432,1.9329670667648315,2.2404391765594482,0.8149999976158142,0.20105500519275665,3.2300000190734863,0.0560000017285347,0.24031999707221985
