Strategy,IsBenchmark,CAGR,AnnReturn,Vol,Sharpe,MaxDrawdown
EqualWeight,False,0.10170872647039864,0.10747980072146325,0.1454282476519135,0.4640075213102891,-0.3137818904175249
Benchmark,True,0.04500176386656518,0.05612349443903561,0.15501748557253392,0.10401081129322857,-0.3653054101221642
