Date,MCP.AX,KSL.AX,AQZ.AX,SPK.AX,MTS.AX,AGL.AX,COL.AX,QAN.AX,QBE.AX,EVN.AX,BHP.AX
2018-01-03,-0.008695454729877872,-0.013423093143228204,0.005464374144488415,0.0060605039427696905,0.009677531491925295,-0.005705029531548611,0.0,-0.009901096756233851,-0.0018622901865777974,0.003773530895960331,0.016846449572898603
2018-01-04,0.008771728901443065,0.006802297400830826,0.0,-0.009036053055566318,0.0,-0.004918256447332903,0.0,-0.02799978756865107,-0.0018655378585504812,-0.030075623302450838,0.004970096066355012
2018-01-05,-0.013043330987040025,0.013513626607562834,-0.0027174476494270516,-0.0030396435699668878,0.006389734925329238,0.0016476030350864868,0.0,0.006172727995117366,0.005607073784071215,0.015503995972843354,0.008242802504583313
2018-01-08,0.0,0.05333368859898613,-0.0190734553820483,0.003048911173209934,0.003174525702733577,-0.002878288697876652,0.0,0.030674736478736087,-0.0027881309834885126,-0.015267291940088024,-0.00098109253582912
2018-01-09,0.0,0.0,0.005555521675384645,0.0,-0.006329073634236626,0.013195846562018998,0.0,-0.03571407579331687,-0.017707231536371992,-0.015503661861401619,0.016693943548582446
2018-01-10,0.017620968928132585,-0.012658489736974587,-0.002762414185806694,0.006079045701972818,0.006369385946899397,0.0008138973423028606,0.0,0.00823034093580266,0.002846211563622969,-0.01968498948848807,-0.0032194179942711676
2018-01-11,-0.008657886401811865,0.025641808495434404,0.008310272933478746,-0.00906359128628631,-0.006329073634236626,-0.011793298542586927,0.0,-0.0020408163265306367,0.0018924726629412358,0.012048138548919729,-0.003876140213254553
2018-01-12,0.008733500053162313,0.0,-0.01648363651368623,0.0,-0.01273888629267006,-0.0020575952456325375,0.0,0.02862996699774656,-0.008498777488140097,0.015873021302641233,0.022373393150450394
2018-01-15,0.0043289061389879535,0.012498975477459373,-0.02513958918226844,-0.018292558886444765,0.003225612080662854,-0.008659547317401373,0.0,0.029820963284072022,0.004761795542235658,0.06640632848068861,0.011735036687301248
2018-01-16,0.03879318679628474,-0.01234467962949326,0.02865327490602576,0.01242221277275446,0.016077359827125104,-0.012479397163576933,0.0,0.001930397950003604,-0.0037915440508889953,-0.010989066506123524,-0.007523602817489428
2018-01-17,-0.008298638148882875,0.018749780031918073,-0.008356570058717705,0.012270099346199714,0.015822854597840053,-0.007160934282138931,0.0,-0.005780347420694554,-0.006660426567269506,-0.018518258379136787,-0.029058721306502222
2018-01-18,0.00418407673735155,0.0,0.011236037868099347,-0.006060744649098337,0.0,-0.0008486795666295954,0.0,-0.015503877587341619,0.002873940854698054,-0.0037736393245247912,0.0013013356941649068
2018-01-19,-0.008333357709263689,0.0,0.0,-0.009146370258503844,-0.006230713313106984,0.00509552266536506,0.0,0.02952756218584751,-0.002865704988055273,0.0,-0.002924090427264936
2018-01-22,0.0,0.006134428647461387,0.01666671376836759,0.012307853617991471,0.0031350581614602024,-0.009294285652108325,0.0,0.0038241951584636613,0.004789396570284543,0.011363365502235157,0.0029326658072783562
2018-01-23,-0.025210230339328343,-0.012195377371837068,-0.019125784993091588,-0.015197493535951234,-0.01875010243166597,0.012366742854185153,0.0,-0.0019047619047618536,-0.0057195564468206506,0.003745481187361843,0.00032467642189559776
2018-01-24,0.008620790181778526,0.0,0.0027855730717545324,-0.009259347790644745,0.0,0.0046333146490207255,0.0,0.007633587786259444,0.05369127908109017,0.007462580952556586,-0.0035725336823785314
2018-01-25,0.0,-0.01234467962949326,-0.06666670633125693,0.00934588458644181,0.006369385946899397,-0.0159327527610017,0.0,-0.0037878787878787845,-0.004549707454773566,0.037037048861554345,0.005541257745460992
2018-01-29,0.0,0.018749780031918073,0.011904849176982646,-0.009259347790644745,0.022151814557244576,0.007243251309078547,0.0,0.0038022813688212143,0.0018285787728098413,-0.014285718683710757,-0.003889586762080288
2018-01-30,-0.004273553681272468,-0.030675120088528463,0.014705792026791231,-0.0031153361046656336,0.0,-0.004653227599031973,0.0,-0.0018939393939394478,-0.0082121980755675,0.0036232415909782656,-0.012691505120060897
2018-01-31,0.025751224982897503,0.012658732188782995,-0.0028985331792416025,0.012500162899903744,-0.009287700519534758,-0.0038245443943943913,0.0,0.0,-0.008279637210587776,0.028880770184299465,-0.004614437640808489
2018-02-01,0.10460256321805228,0.0,0.043604619940198264,0.003086183669391618,0.006249847054087709,0.006825448035667758,0.0,0.015180265654648917,0.0,-0.003508621938601131,0.015231901496917555
2018-02-02,0.037878701400992254,0.006249368028208968,0.008356570058717816,0.009230798559914488,-0.006211029072337171,-0.0139826564808202,0.0,-0.003738418433454349,0.0027829582535952024,0.031689995495708834,0.004892097847737142
2018-02-05,-0.029197041063881213,-0.031056031657291094,-0.0497237511853974,-0.02134134897261275,-0.015625066650741593,0.0017186690368469204,0.0,-0.0037523455949501905,-0.00925070795775118,-0.03071658699227986,-0.02142122741145347
2018-02-06,-0.0751880589790036,0.0,-0.07558140349386133,-0.01557630934066323,-0.025396889836044045,-0.029171943823638746,0.0,-0.028248590436012577,-0.03734821675986788,-0.0035213804094493817,-0.027197728689340117
2018-02-07,0.016260211267899782,0.0,0.06289312147501991,0.02215190271155909,0.0,-0.007070212475932869,0.0,0.011627803806971926,0.009699453439096173,-0.03180218543759772,0.018070455368645044
2018-02-08,0.052000050408949505,0.012820781467602238,0.023668573902696277,-0.00928801515770239,0.026058699763200632,-0.020471640597440888,0.0,-0.01149415206186899,0.010566706945491777,-0.025547301350268614,-0.013730583986716005
2018-02-09,-0.011406844601558608,-0.00632855792169662,-0.0173409357976807,0.0031250717535289407,-0.01587308465645154,-0.027714914819430447,0.0,-0.013565788505389587,-0.008555098899759805,0.04494372953674164,-0.01086591869450948
2018-02-12,-0.04999998024314889,0.0,0.0,-0.006230548481776288,0.003225612080662854,-0.02009332710636169,0.0,0.007858651988011944,-0.009587740901960906,-0.02150518033514892,0.014761334715564178
2018-02-13,0.02429142921473937,0.012737889952295633,0.008823396470200473,0.0,0.016077359827125104,0.028612406998895112,0.0,-0.00389884505613447,0.014520833340692318,0.032966989015985604,0.011502094405968055
2018-02-14,0.0,0.0,0.014577249917200774,-0.012539098698355566,0.006329073634236737,0.009735877898949807,0.0,-0.015655368139787962,-0.007633273272227736,-0.010638453962390826,0.004013169054512877
2018-02-15,0.0,-0.0062889187531350865,-0.002873545974196756,0.0031745495387585088,0.028301990161418544,0.022956567858235966,0.0,0.037773034552243345,0.009615043877782004,0.021505489298388802,0.045636160170015705
2018-02-16,-0.007905026256127545,0.0,0.0028818270366763876,0.018987336203817318,-0.012232556995041777,0.000897817726259742,0.0,0.0,-0.003809366930362712,-0.014035092671838667,0.004141656419558215
2018-02-19,-0.003984177350329743,0.0,-0.022988367793573716,0.006211260565510468,0.0061919115576565265,0.01210754298195349,0.0,0.019157401627207582,-0.0009561869177396876,0.017793549546863296,-0.0028551357333813643
2018-02-20,0.02399993370127307,0.0,0.011764633621432985,-0.006172918957416229,-0.009230656323262032,0.004873696662913929,0.0,-0.009398596533217729,0.007655536363593951,-0.017482474274655435,-0.004136567652744505
2018-02-21,0.01562511391382304,0.0,0.0029069590966339653,-0.03416153224456142,-0.006211029072337171,-0.0079365431585674,0.0,0.0,0.002849145343028825,0.0,-0.04760362096413473
2018-02-22,0.015384659964176928,0.0,-0.0028985331792416025,0.006430824024475035,0.0031249235270438547,-0.021857966635970727,0.0,0.05882342720702449,0.01609813592468745,0.0,0.013082743322573975
2018-02-23,0.03409077937421556,-0.025315848032176236,0.005813918193267709,0.009584757778543063,0.009345790209189131,0.0037244695571676534,0.0,0.026881819551619834,0.0,0.027026946881430147,0.01589404438162423
2018-02-26,0.018314978799015336,0.10389528657762281,0.0,-0.01265839171623484,0.003086233604280064,0.006493653125815291,0.0,-0.013961605584642212,-0.03261865003627962,0.014035014007136137,0.005866992485121347
2018-02-27,-0.007194143132424391,0.05882400217886419,0.011560623865120467,0.012820680917355665,0.0338462188019788,0.005529830707770023,0.0,0.008849557522123908,0.0,0.0034605578876860665,0.008101175780003134
2018-02-28,0.014492733842821792,-0.016666544887054657,0.0,-0.018987524731718497,-0.035714167351326376,0.0018333165053108225,0.0,0.03333333333333344,-0.018304468626644255,-0.013793125042135479,-0.019607686520231038
2018-03-01,-0.021428573175776067,0.0,0.0,0.0064516335674047465,-0.012345599625354753,-0.012809004283458325,0.0,-0.005093378607809895,0.0009813437265171476,0.006992819662720251,-0.013114870886516306
2018-03-02,-0.022900796751054497,-0.005916720935438491,-0.017142754856769638,0.0032052020534985015,-0.01875010243166597,-0.005097188673503172,0.0,-0.032423300105628106,-0.007843231950317331,0.006944653813662827,-0.015614707640925762
2018-03-05,0.007812405065460881,-0.035715540161404435,-0.011627836386535417,0.0,-0.0031846357740141773,-0.018164982741318392,0.0,-0.010581916592705465,-0.026679498017276315,-0.010345088399542068,-0.017549758555109096
2018-03-06,0.00775216181671623,0.03703838612869759,-0.011764791113181627,0.006389923112315676,0.015974279931145974,0.02371914369326289,0.0,0.04991087344028511,0.005076024603537066,0.010453227966920497,0.020954897648416182
2018-03-07,0.0,0.011903873770024997,-0.005952424588491323,0.006348972993255542,-0.031446680837109664,-0.017608798601868036,0.0,0.006872833064511585,-0.007070691620184255,0.013793320736487757,-0.010094110981100912
2018-03-08,0.023076954562900598,-0.035294169114986174,0.0179642043370829,0.018927630554381736,0.01623407408478661,0.019339591397714573,0.0,0.008532467689342127,0.007149996179698359,-0.003401702945867946,0.006732421220247975
2018-03-09,0.003759259889592581,0.04878075978569152,-0.002941237151232512,0.030959599667069515,0.012779584615012052,0.006941177516625485,0.0,0.010152120612963556,0.009127774281499468,-0.020477947250667317,-0.01734896900216598
2018-03-12,0.0,0.0,0.005899669136761432,0.006006144257666657,0.0031543836039589213,0.00045949334767025896,0.0,0.0016751934437897464,0.0030150096714058883,0.010453227966920497,0.020833170627101882
2018-03-13,-0.0037451807817006078,0.0,-0.0017595201542787153,0.0029849058160671404,0.006289494311283006,0.0055123831363428355,0.0,0.0,0.013026072536716837,0.0,-0.008301845738523994
2018-03-14,0.0,-0.034883622847023954,0.004700324059657923,-0.017856963440323392,-0.01875010243166597,-0.005482163351533065,0.0,-0.010033461187221149,-0.010880199722345552,0.003448134489769439,-0.001045911240852293
2018-03-15,0.003759259889592581,0.024096070521989033,-0.005847839679681277,-0.007463039543235683,0.009554250518655882,-0.0045934203512165706,0.0,0.011824313845923085,-0.0009999175669145322,0.0034365782473169126,0.00768114410211429
2018-03-16,-0.0037451807817006078,-0.011763838521217429,-0.005882395556590758,-0.009523794510899575,-0.053627807437668706,0.009690902846037242,0.0,-0.010016799955076872,-0.0220222662359284,-0.017123557237538112,0.010395255060994923
2018-03-19,-0.007518827536851069,0.023808836109863618,0.021021076921261095,0.009615369312377053,0.016666618771675523,0.005941642516721579,0.0,0.008431837753448468,-0.002046914501736441,0.02439073342948772,0.0024004353488789043
