PortfolioID,ExpectedReturn,Volatility,Sharpe
0,0.0912474289198345,0.15470808092851723,0.3312524375731436
1,0.1167510965163992,0.17162471314495056,0.44720305782289554
2,0.1409953258685347,0.17768951070578662,0.5683809104284155
3,0.14469971536228818,0.15391480252723572,0.6802446135339141
4,0.1324126942556351,0.16425662293200957,0.562611678031925
5,0.11810802405220719,0.16330476564531307,0.47829604814995136
6,0.10039322185668328,0.15939724954845208,0.37888496839040825
7,0.10486555653776926,0.14639617832797322,0.4430823077392781
8,0.09884997928323692,0.15645325565410811,0.3761505571564733
9,0.11039319876971201,0.1465438867468095,0.48035575097945593
10,0.11866515601309585,0.15381994635446497,0.5114106322194307
11,0.11259268691047959,0.16614273958664574,0.436929637076446
12,0.10504585737402511,0.1542596197839815,0.4216648366248569
13,0.11351245192553949,0.1581052729343776,0.4649588882215915
14,0.11291526071908967,0.14709438449494994,0.4957039044654556
15,0.14030415591959824,0.14036917567115642,0.7145739471647343
16,0.12534936468615757,0.1533586521280977,0.5565343950393277
17,0.08140268801737434,0.15370973747274758,0.2693563120860508
18,0.12466308294203189,0.14342449624107803,0.590297230674767
19,0.12926873118180882,0.1484197392053313,0.601461312759147
20,0.10923949567552704,0.15291520457473315,0.4527966716461352
21,0.11772981318191304,0.15087219319333856,0.5152030439585672
22,0.15916048875528072,0.15799138941718993,0.7542214116531828
23,0.1092619847363199,0.1554929277388383,0.44543495156673907
24,0.12596769426665227,0.15594400584698997,0.5512728353983836
25,0.11228111520178431,0.1562353702743092,0.46264245461752507
26,0.10520837372277689,0.17091175516797924,0.38153240927569526
27,0.09470742764182263,0.1556731292469624,0.3514249884129578
28,0.09416522528781826,0.15111232728774535,0.35844345898185936
29,0.12255446754565594,0.14104087242020624,0.5853230069344689
30,0.11333926961671009,0.15989023587165618,0.4586851049214755
31,0.09294632847156503,0.1756124611176731,0.3014952819099047
32,0.1070038434619181,0.15447126530378763,0.4337625080635315
33,0.0886921030956698,0.16240446796882127,0.29981997234840735
34,0.1271494896930196,0.16029354969999468,0.5436868161952151
35,0.09594779379725016,0.16507040660743033,0.3389329132162674
36,0.11008100645426246,0.16563673116168176,0.4231006369345384
37,0.08108416704636723,0.15990621292398366,0.25692664653310154
38,0.11902765767824125,0.14603699395880854,0.5411482086554859
39,0.1279829446412051,0.14998334784277495,0.5866180873188412
40,0.1162124053278883,0.1498020881950958,0.5087539582801579
41,0.11934840749235635,0.1624408833224256,0.48847559721070544
42,0.07196814081989894,0.1650118849760105,0.19373235342743028
43,0.12192671799406232,0.15476949224387465,0.529346687168606
44,0.11464412632662213,0.15078024586690358,0.4950524247885351
45,0.11099549220800825,0.14737425623586306,0.4817360509313411
46,0.13902736325292533,0.1748547725216149,0.5663406370031102
47,0.12928231911310661,0.15266045268319048,0.5848424889607151
48,0.11544467541537082,0.15302406607882021,0.49302490352406714
49,0.11959111194133278,0.1546936798413563,0.514507845588496
50,0.13211727016323502,0.1537782230045372,0.5990267566072545
51,0.11927307156310939,0.15954093853025203,0.49688231931817106
