Date,Strategy,DailyReturn,Equity,Turnover,Cost,IsBenchmark
2018-01-03,MinVol,0.002275171027176226,1.0022751710271762,0.0,0.0,False
2018-01-04,MinVol,-0.0023303395945204475,0.9999395295115269,0.0,0.0,False
2018-01-05,MinVol,0.001988303816051973,1.001927713093876,0.0,0.0,False
2018-01-08,MinVol,0.0034998949481492847,1.005434354835344,0.0,0.0,False
2018-01-09,MinVol,0.0009183652099002959,1.0063577107676633,0.0,0.0,False
2018-01-10,MinVol,0.0019070242166490114,1.0082768592927087,0.0,0.0,False
2018-01-11,MinVol,-0.002838141048206455,1.0054152273503933,0.0,0.0,False
2018-01-12,MinVol,0.0012869917509499285,1.0067091884542727,0.0,0.0,False
2018-01-15,MinVol,-0.00023892936237612794,1.006468656069777,0.0,0.0,False
2018-01-16,MinVol,0.004917258356093912,1.0114177224789829,0.0,0.0,False
2018-01-17,MinVol,-0.0002530958383704096,1.0111617368625694,0.0,0.0,False
2018-01-18,MinVol,-0.000786882108940623,1.0103660717825869,0.0,0.0,False
2018-01-19,MinVol,-0.0020042302787203203,1.0083410655089284,0.0,0.0,False
2018-01-22,MinVol,0.0036043147288664645,1.0119754440630633,0.0,0.0,False
2018-01-23,MinVol,-0.0075920837985916645,1.0042924416896195,0.0,0.0,False
2018-01-24,MinVol,0.0009424591750415434,1.0052389463157148,0.0,0.0,False
2018-01-25,MinVol,-0.002071158995310296,1.0031569366296167,0.0,0.0,False
2018-01-29,MinVol,0.003547750936736316,1.0067158875912379,0.0,0.0,False
2018-01-30,MinVol,-0.004448436460878558,1.0022375759311313,0.0,0.0,False
2018-01-31,MinVol,0.002659167322487388,1.0049026933424163,0.028842304391346336,2.8842304391346336e-05,False
2018-02-01,MinVol,0.013413913093583751,1.0183823707384196,0.0,0.0,False
2018-02-02,MinVol,0.0037471847387267054,1.022198437616239,0.0,0.0,False
2018-02-05,MinVol,-0.015862318590218583,1.0059840003363465,0.0,0.0,False
2018-02-06,MinVol,-0.02417562669803819,0.9816637066800159,0.0,0.0,False
2018-02-07,MinVol,0.009218079540785018,0.9907127608104941,0.0,0.0,False
2018-02-08,MinVol,0.0027864820380285593,0.9934733641233382,0.0,0.0,False
2018-02-09,MinVol,-0.0079894617603814,0.9855360466707174,0.0,0.0,False
2018-02-12,MinVol,-0.005488810002324596,0.9801266265600997,0.0,0.0,False
2018-02-13,MinVol,0.01065190950038808,0.9905668466851386,0.0,0.0,False
2018-02-14,MinVol,-7.327680717539309e-05,0.9904942611093197,0.0,0.0,False
2018-02-15,MinVol,0.013871865220635327,1.004234264001241,0.0,0.0,False
2018-02-16,MinVol,0.0014536288056063995,1.00569404785497,0.0,0.0,False
2018-02-19,MinVol,0.002707329662446023,1.0084167931820733,0.0,0.0,False
2018-02-20,MinVol,-0.0006633733356373739,1.0077478363702674,0.0,0.0,False
2018-02-21,MinVol,-0.012359916478922206,0.9952921572809164,0.0,0.0,False
2018-02-22,MinVol,0.0038035891107384145,0.9990778396923534,0.0,0.0,False
2018-02-23,MinVol,0.008047978460374416,1.007118396626435,0.0,0.0,False
2018-02-26,MinVol,0.005952038528629799,1.0131128041260473,0.0,0.0,False
